kind,title,source_record,file_url,local_file,bytes,status
legislation,"Regulation on Banking Activity Management Framework No. 322 of December 20, 2018 (in force since April 4, 2019) amended by Decision of the NBM no. 275 of 29.12.2022, in force 13.04.2023",https://www.bnm.md/en/content/decision-no322-december-20-2018-approval-regulation-banking-activity-management-framework,https://www.bnm.md/files/Reg_322_EN_02_03_2026.pdf,C:\Users\harab\Desktop\BNM_site_inventory\source_files\066__Reg_322_EN_02_03_2026.pdf,1254537,already_downloaded
legislation,"Regulation on Banking Activity Management Framework No. 322 of December 20, 2018 (in force since April 4, 2019) amended by Decision of the NBM no. 275 of 29.12.2022, in force 13.04.2023",https://www.bnm.md/en/content/decision-no322-december-20-2018-approval-regulation-banking-activity-management-framework,https://www.bnm.md/files/Reg_322_EN_02_03_2026.docx,C:\Users\harab\Desktop\BNM_site_inventory\source_files\067__Reg_322_EN_02_03_2026.docx,251799,already_downloaded
legislation,"Regulation on the licensing of the bank and the branch of the bank from another state, approved by Decision of the Council of Administration of the National Bank of Moldova no.328 of December 13, 2019",https://www.bnm.md/en/content/regulation-licensing-bank-and-branch-bank-another-state-approved-decision-council,https://www.bnm.md/files/REG 328_EN_08_12_21 (1).pdf,C:\Users\harab\Desktop\BNM_site_inventory\source_files\068__REG 328_EN_08_12_21 (1).pdf,434099,downloaded
legislation,"Regulation on the licensing of the bank and the branch of the bank from another state, approved by Decision of the Council of Administration of the National Bank of Moldova no.328 of December 13, 2019",https://www.bnm.md/en/content/regulation-licensing-bank-and-branch-bank-another-state-approved-decision-council,https://www.bnm.md/files/REG 328_EN_08_12_21 (1).doc,C:\Users\harab\Desktop\BNM_site_inventory\source_files\069__REG 328_EN_08_12_21 (1).doc,139264,downloaded
legislation,"Regulation on Requirements Regarding the Members of the Governing Body of the Bank, the Financial Holding Company or Mixed Holding, the Heads of a Branch of a Bank from Another State, the Persons Holding Key Positions and the Liquidator of the Bank in Liquidation Process No 292 of 29.11.2018",https://www.bnm.md/en/content/regulation-requirements-regarding-members-governing-body-bank-financial-holding-company-or,https://www.bnm.md/files/REG_292_EN_02_03_26.pdf,C:\Users\harab\Desktop\BNM_site_inventory\source_files\070__REG_292_EN_02_03_26.pdf,1025797,already_downloaded
legislation,"Regulation on Requirements Regarding the Members of the Governing Body of the Bank, the Financial Holding Company or Mixed Holding, the Heads of a Branch of a Bank from Another State, the Persons Holding Key Positions and the Liquidator of the Bank in Liquidation Process No 292 of 29.11.2018",https://www.bnm.md/en/content/regulation-requirements-regarding-members-governing-body-bank-financial-holding-company-or,https://www.bnm.md/files/REG_292_EN_02_03_26.doc,C:\Users\harab\Desktop\BNM_site_inventory\source_files\071__REG_292_EN_02_03_26.doc,650752,already_downloaded
legislation,"Regulation on requirements for prevention and combating money laundering and terrorism financing in the activity of Foreign Exchange Entities and Hotels No. 201 of 09 August, 2018",https://www.bnm.md/en/content/regulation-requirements-related-prevention-and-combating-money-laundering-and-terrorism,https://www.bnm.md/files/R201-Eng_track changes_rev.pdf,C:\Users\harab\Desktop\BNM_site_inventory\source_files\072__R201-Eng_track changes_rev.pdf,431868,downloaded
legislation,"Regulation on requirements for prevention and combating money laundering and terrorism financing in the activity of Foreign Exchange Entities and Hotels No. 201 of 09 August, 2018",https://www.bnm.md/en/content/regulation-requirements-related-prevention-and-combating-money-laundering-and-terrorism,https://www.bnm.md/files/R201-Eng_track changes_rev.doc,C:\Users\harab\Desktop\BNM_site_inventory\source_files\073__R201-Eng_track changes_rev.doc,56832,downloaded
legislation,"Regulation on requirements for prevention and combating money laundering and terrorist financing in the activity of banks No. 200 of 09 August, 2018",https://www.bnm.md/en/content/regulation-requirements-related-prevention-and-combating-money-laundering-and-terrorist,https://www.bnm.md/files/NBM Regulation No 200_2018.pdf,C:\Users\harab\Desktop\BNM_site_inventory\source_files\074__NBM Regulation No 200_2018.pdf,249205,downloaded
legislation,"Regulation on requirements for prevention and combating money laundering and terrorist financing in the activity of banks No. 200 of 09 August, 2018",https://www.bnm.md/en/content/regulation-requirements-related-prevention-and-combating-money-laundering-and-terrorist,https://www.bnm.md/files/NBM Regulation No 200_2018_1.docx,C:\Users\harab\Desktop\BNM_site_inventory\source_files\075__NBM Regulation No 200_2018_1.docx,63888,downloaded
legislation,"Regulation on requirements related to prevention and combating money laundering and terrorism financing in the activity of non-bank payment services provider No. 202 of 09 August, 2018",https://www.bnm.md/en/content/regulation-requirements-related-prevention-and-combating-money-laundering-and-terrorism-0,https://www.bnm.md/files/NBM Regulation No 202_ 2018.pdf,C:\Users\harab\Desktop\BNM_site_inventory\source_files\076__NBM Regulation No 202_ 2018.pdf,353614,downloaded
legislation,"Regulation on requirements related to prevention and combating money laundering and terrorism financing in the activity of non-bank payment services provider No. 202 of 09 August, 2018",https://www.bnm.md/en/content/regulation-requirements-related-prevention-and-combating-money-laundering-and-terrorism-0,https://www.bnm.md/files/NBM Regulation No 202_ 2018.docx,C:\Users\harab\Desktop\BNM_site_inventory\source_files\077__NBM Regulation No 202_ 2018.docx,63768,downloaded
legislation,"Regulation No. 110/2018 on capital buffers of banks, as amended by the Decision of the Executive Board of the NBM No 3/2025 (in force February 16, 2025)",https://www.bnm.md/en/content/regulation-capital-buffers-banks-approved-dca-nbm-no-110-may-24-2018,https://www.bnm.md/files/HCE_110_2018_Regulamentul_amortizoare de capital_modificat prin HCE 3_2025_ENG.pdf,C:\Users\harab\Desktop\BNM_site_inventory\source_files\078__HCE_110_2018_Regulamentul_amortizoare de capital_modificat prin HCE 3_2025_ENG.pdf,275671,downloaded
legislation,"Regulation No. 110/2018 on capital buffers of banks, as amended by the Decision of the Executive Board of the NBM No 3/2025 (in force February 16, 2025)",https://www.bnm.md/en/content/regulation-capital-buffers-banks-approved-dca-nbm-no-110-may-24-2018,https://www.bnm.md/files/HCE_110_2018_Regulamentul_amortizoare de capital_modificat prin HCE 3_2025_ENG.doc,C:\Users\harab\Desktop\BNM_site_inventory\source_files\079__HCE_110_2018_Regulamentul_amortizoare de capital_modificat prin HCE 3_2025_ENG.doc,163840,downloaded
legislation,"Regulation on Own Funds of Banks and Capital Requirements, approved by the Decision of the Executive Board of the NBM No 109/2018",https://www.bnm.md/en/content/regulation-own-funds-banks-and-capital-requirements-no109-24052018,https://www.bnm.md/files/Regulament Fonduri Proprii nr_109 din 2018 ajustat prin HCE 76_2026 (in vigoare pct_138^1)_ENG (1).pdf,C:\Users\harab\Desktop\BNM_site_inventory\source_files\080__Regulament Fonduri Proprii nr_109 din 2018 ajustat prin HCE 76_2026 (in vigoare pct_138^1)_ENG (1).pdf,501713,downloaded
legislation,"Regulation on Own Funds of Banks and Capital Requirements, approved by the Decision of the Executive Board of the NBM No 109/2018",https://www.bnm.md/en/content/regulation-own-funds-banks-and-capital-requirements-no109-24052018,https://www.bnm.md/files/Regulament Fonduri Proprii nr_109 din 2018 ajustat prin HCE 76_2026 (in vigoare pct_138^1)_ENG (1).docx,C:\Users\harab\Desktop\BNM_site_inventory\source_files\081__Regulament Fonduri Proprii nr_109 din 2018 ajustat prin HCE 76_2026 (in vigoare pct_138^1)_ENG (1).docx,93815,downloaded
legislation,Regulation on credit risk mitigation techniques of banks,https://www.bnm.md/en/content/regulamentul-cu-privire-la-tehnicile-de-diminuare-riscului-de-credit-utilizate-de-banci,https://www.bnm.md/files/HCE_112_13_02_2023_ENG.pdf,C:\Users\harab\Desktop\BNM_site_inventory\source_files\082__HCE_112_13_02_2023_ENG.pdf,562870,already_downloaded
legislation,Regulation on credit risk mitigation techniques of banks,https://www.bnm.md/en/content/regulamentul-cu-privire-la-tehnicile-de-diminuare-riscului-de-credit-utilizate-de-banci,https://www.bnm.md/files/HCE_112_13_02_2023_ENG.doc,C:\Users\harab\Desktop\BNM_site_inventory\source_files\083__HCE_112_13_02_2023_ENG.doc,231936,already_downloaded
legislation,"Regulation on the treatment of counterparty credit risk for banks, no 102 of 16.04.2020",https://www.bnm.md/en/content/regulation-treatment-counterparty-credit-risk-banks-no-102-16042020,https://www.bnm.md/files/Counterparty Regulation.pdf,C:\Users\harab\Desktop\BNM_site_inventory\source_files\084__Counterparty Regulation.pdf,349453,downloaded
legislation,"Regulation on the treatment of counterparty credit risk for banks, no 102 of 16.04.2020",https://www.bnm.md/en/content/regulation-treatment-counterparty-credit-risk-banks-no-102-16042020,https://www.bnm.md/files/Counterparty Regulation.docx,C:\Users\harab\Desktop\BNM_site_inventory\source_files\085__Counterparty Regulation.docx,85141,downloaded
legislation,Regulation on the treatment of banks’ operational risk according to the Basic Indicator Approach and the Standardised Approach,https://www.bnm.md/en/content/regulation-treatment-banks-operational-risk-according-basic-indicator-approach-and,https://www.bnm.md/files/Annexes - 3 Reg risc operational_AG_En dp IScerb.pdf,C:\Users\harab\Desktop\BNM_site_inventory\source_files\087__Annexes - 3 Reg risc operational_AG_En dp IScerb.pdf,143075,downloaded
legislation,Regulation on the treatment of banks’ credit risk using standardised approach,https://www.bnm.md/en/content/regulation-treatment-banks-credit-risk-using-standardised-approach,https://www.bnm.md/files/HCE_111_13_02_2023_EN.pdf,C:\Users\harab\Desktop\BNM_site_inventory\source_files\088__HCE_111_13_02_2023_EN.pdf,733369,already_downloaded
legislation,Regulation on the treatment of banks’ credit risk using standardised approach,https://www.bnm.md/en/content/regulation-treatment-banks-credit-risk-using-standardised-approach,https://www.bnm.md/files/HCE_111_13_02_2023_EN.doc,C:\Users\harab\Desktop\BNM_site_inventory\source_files\089__HCE_111_13_02_2023_EN.doc,300032,already_downloaded
legislation,Regulation on audit of financial statements and audit for other purposes of banks,https://www.bnm.md/en/content/regulation-external-audit-banks,https://www.bnm.md/files/REG 118_EN_13_02_2023.pdf,C:\Users\harab\Desktop\BNM_site_inventory\source_files\090__REG 118_EN_13_02_2023.pdf,604426,downloaded
legislation,Regulation on audit of financial statements and audit for other purposes of banks,https://www.bnm.md/en/content/regulation-external-audit-banks,https://www.bnm.md/files/REG 118_EN_13_02_2023.doc,C:\Users\harab\Desktop\BNM_site_inventory\source_files\091__REG 118_EN_13_02_2023.doc,61952,downloaded
legislation,"Regulation on the calculation of voting rights and registration of the transfer of ownership of bank shares, approved by the DCA of the NBM, no.130 of July 04, 2013",https://www.bnm.md/en/content/regulation-calculation-voting-rights-and-registration-transfer-ownership-bank-shares,https://www.bnm.md/files/Annexes__Reg 130 En WEB.pdf,C:\Users\harab\Desktop\BNM_site_inventory\source_files\092__Annexes__Reg 130 En WEB.pdf,577558,downloaded
legislation,"Regulation on the calculation of voting rights and registration of the transfer of ownership of bank shares, approved by the DCA of the NBM, no.130 of July 04, 2013",https://www.bnm.md/en/content/regulation-calculation-voting-rights-and-registration-transfer-ownership-bank-shares,https://www.bnm.md/files/Annexes__Reg 130 En WEB.doc,C:\Users\harab\Desktop\BNM_site_inventory\source_files\093__Annexes__Reg 130 En WEB.doc,38400,downloaded
legislation,"Regulation on Holdings in Bank Equity, the Administrative Council of the National Bank of Moldova Decision no.127 of 27.06.2013, Official Monitor of the Republic of Moldova, no 198-204, art. 1419 of 13.09.2013",https://www.bnm.md/en/content/regulation-holding-equity-interest-capital-banks-approved-dca-if-nbm-no127-june-27-2013,https://www.bnm.md/files/Reg EN_WEB.pdf,C:\Users\harab\Desktop\BNM_site_inventory\source_files\094__Reg EN_WEB.pdf,1010234,downloaded
legislation,"Regulation on Holdings in Bank Equity, the Administrative Council of the National Bank of Moldova Decision no.127 of 27.06.2013, Official Monitor of the Republic of Moldova, no 198-204, art. 1419 of 13.09.2013",https://www.bnm.md/en/content/regulation-holding-equity-interest-capital-banks-approved-dca-if-nbm-no127-june-27-2013,https://www.bnm.md/files/Reg EN_WEB.doc,C:\Users\harab\Desktop\BNM_site_inventory\source_files\095__Reg EN_WEB.doc,528896,downloaded
legislation,"Regulation on banks open foreign exchange position, approved by the DCA of the no. 126 of November 28, 1997",https://www.bnm.md/en/content/regulation-banks-open-foreign-exchange-position-approved-dca-no-126-november-28-1997,https://www.bnm.md/files/normative_act/annexes_23.pdf,C:\Users\harab\Desktop\BNM_site_inventory\source_files\096__annexes_23.pdf,124135,already_downloaded
legislation,"Regulation on bank’s liquidity, approved by the DCA of the NBM no.28, August 08, 1997",https://www.bnm.md/en/content/regulation-banks-liquidity-approved-dca-nbm-no28-august-08-1997,https://www.bnm.md/files/3 Reg lichid eng.pdf,C:\Users\harab\Desktop\BNM_site_inventory\source_files\097__3 Reg lichid eng.pdf,428737,downloaded
legislation,"Regulation on bank’s liquidity, approved by the DCA of the NBM no.28, August 08, 1997",https://www.bnm.md/en/content/regulation-banks-liquidity-approved-dca-nbm-no28-august-08-1997,https://www.bnm.md/files/3 Reg lichid eng.docx,C:\Users\harab\Desktop\BNM_site_inventory\source_files\098__3 Reg lichid eng.docx,30764,downloaded
legislation,"Regulation on assets and conditional commitments classification, approved by the DCA of the NBM no.231 of October 27, 2011",https://www.bnm.md/en/content/regulation-assets-and-conditional-commitments-classification-approved-dca-nbm-no231-october,https://www.bnm.md/files/reg 231_2011_ l_ eng.pdf,C:\Users\harab\Desktop\BNM_site_inventory\source_files\099__reg 231_2011_ l_ eng.pdf,370392,downloaded
legislation,"Regulation on assets and conditional commitments classification, approved by the DCA of the NBM no.231 of October 27, 2011",https://www.bnm.md/en/content/regulation-assets-and-conditional-commitments-classification-approved-dca-nbm-no231-october,https://www.bnm.md/files/reg 231_2011_ l_ eng.docx,C:\Users\harab\Desktop\BNM_site_inventory\source_files\100__reg 231_2011_ l_ eng.docx,49129,downloaded
legislation,"Regulation on mergers and absorptions of banks in the Republic of Moldova, approved by the DCA of the NBM no.143 of June 2, 2000",https://www.bnm.md/en/content/regulation-mergers-and-absorptions-banks-republic-moldova-approved-dca-nbm-no143-june-2-2000,https://www.bnm.md/files/Annex no 3 - 16_Regulation on mergers and aquisitions.doc,C:\Users\harab\Desktop\BNM_site_inventory\source_files\101__Annex no 3 - 16_Regulation on mergers and aquisitions.doc,58368,downloaded
legislation,"Regulation on mergers and absorptions of banks in the Republic of Moldova, approved by the DCA of the NBM no.143 of June 2, 2000",https://www.bnm.md/en/content/regulation-mergers-and-absorptions-banks-republic-moldova-approved-dca-nbm-no143-june-2-2000,https://www.bnm.md/files/Annex no 3 - 16_Regulation on mergers and aquisitions.pdf,C:\Users\harab\Desktop\BNM_site_inventory\source_files\102__Annex no 3 - 16_Regulation on mergers and aquisitions.pdf,113178,downloaded
legislation,"Regulation on licensing of foreign exchange entities, approved by Decision of the Executive Board of the National Bank of Moldova No 304 of 10 November 2016",https://www.bnm.md/en/content/regulation-licensing-control-and-sanctioning-foreign-exchange-entities-approved-decision-no,https://www.bnm.md/files/2_Reg 304 mod HCE74_ENG_12 11 24_1.pdf,C:\Users\harab\Desktop\BNM_site_inventory\source_files\103__2_Reg 304 mod HCE74_ENG_12 11 24_1.pdf,872625,downloaded
legislation,"Regulation on licensing of foreign exchange entities, approved by Decision of the Executive Board of the National Bank of Moldova No 304 of 10 November 2016",https://www.bnm.md/en/content/regulation-licensing-control-and-sanctioning-foreign-exchange-entities-approved-decision-no,https://www.bnm.md/files/2_Reg 304 mod HCE74_ENG_12 11 24_1.doc,C:\Users\harab\Desktop\BNM_site_inventory\source_files\104__2_Reg 304 mod HCE74_ENG_12 11 24_1.doc,603648,downloaded
legislation,"Regulation on the authorization of certain foreign exchange operations by the National Bank of Moldova, approved by the DCA of the NBM no.51 of March 5, 2009",https://www.bnm.md/en/content/regulation-authorization-certain-foreign-exchange-operations-national-bank-moldova-approved,https://www.bnm.md/files/3_Reg 51 autoriz oper val_eng web.pdf,C:\Users\harab\Desktop\BNM_site_inventory\source_files\105__3_Reg 51 autoriz oper val_eng web.pdf,641079,downloaded
legislation,"Regulation on the authorization of certain foreign exchange operations by the National Bank of Moldova, approved by the DCA of the NBM no.51 of March 5, 2009",https://www.bnm.md/en/content/regulation-authorization-certain-foreign-exchange-operations-national-bank-moldova-approved,https://www.bnm.md/files/3_Reg 51 autoriz oper val_eng web.doc,C:\Users\harab\Desktop\BNM_site_inventory\source_files\106__3_Reg 51 autoriz oper val_eng web.doc,376832,downloaded
legislation,"Regulation on the issuance by the National Bank of Moldova of authorizations to export funds from the Republic of Moldova, approved by DCA of the NBM No.14 of January 22, 2009",https://www.bnm.md/en/content/regulation-issuance-national-bank-moldova-authorizations-export-funds-republic-moldova,https://www.bnm.md/files/normative_act/annex_4.pdf,C:\Users\harab\Desktop\BNM_site_inventory\source_files\107__annex_4.pdf,49080,already_downloaded
legislation,"Regulation on the Activity of Foreign Exchange Entities, approved by the DEB of the NBM no.335 of 1 December 2016",https://www.bnm.md/en/content/regulation-activity-foreign-exchange-entities-approved-approved-eb-decision-no335-december-1,https://www.bnm.md/files/Reg 335 2016 actualiz cf  HCE 162_ENG.pdf,C:\Users\harab\Desktop\BNM_site_inventory\source_files\108__Reg 335 2016 actualiz cf HCE 162_ENG.pdf,686990,downloaded
legislation,"Regulation on the Activity of Foreign Exchange Entities, approved by the DEB of the NBM no.335 of 1 December 2016",https://www.bnm.md/en/content/regulation-activity-foreign-exchange-entities-approved-approved-eb-decision-no335-december-1,https://www.bnm.md/files/Reg 335 2016 actualiz cf  HCE 162_ENG.doc,C:\Users\harab\Desktop\BNM_site_inventory\source_files\109__Reg 335 2016 actualiz cf HCE 162_ENG.doc,273920,downloaded
legislation,"Regulation on residents' accounts abroad, approved by the DCA of the NBM, No. 216 of August 20, 2015",https://www.bnm.md/en/content/regulation-residents-accounts-abroad-approved-dca-nbm-no-216-august-20-2015,https://www.bnm.md/files/6_Reg 216  compilat cf HCE 127_eng_12 12 23_curat.pdf,C:\Users\harab\Desktop\BNM_site_inventory\source_files\110__6_Reg 216 compilat cf HCE 127_eng_12 12 23_curat.pdf,518691,downloaded
legislation,"Regulation on residents' accounts abroad, approved by the DCA of the NBM, No. 216 of August 20, 2015",https://www.bnm.md/en/content/regulation-residents-accounts-abroad-approved-dca-nbm-no-216-august-20-2015,https://www.bnm.md/files/6_Reg 216  compilat cf HCE 127_eng_12 12 23_curat.doc,C:\Users\harab\Desktop\BNM_site_inventory\source_files\111__6_Reg 216 compilat cf HCE 127_eng_12 12 23_curat.doc,202752,downloaded
legislation,"Regulation on Conditions and Procedures for Performing Foreign Exchange Operations, approved by the DEB of the NBM no.29 of February 13, 2018",https://www.bnm.md/en/content/regulation-conditions-and-procedures-performing-foreign-exchange-operations-approved,https://www.bnm.md/files/4_Reg CMEOV nr_29 compilat cf HCE 215 2023 eng.pdf,C:\Users\harab\Desktop\BNM_site_inventory\source_files\112__4_Reg CMEOV nr_29 compilat cf HCE 215 2023 eng.pdf,680755,downloaded
legislation,"Regulation on Conditions and Procedures for Performing Foreign Exchange Operations, approved by the DEB of the NBM no.29 of February 13, 2018",https://www.bnm.md/en/content/regulation-conditions-and-procedures-performing-foreign-exchange-operations-approved,https://www.bnm.md/files/4_Reg CMEOV nr_29 compilat cf HCE 215 2023 eng.doc,C:\Users\harab\Desktop\BNM_site_inventory\source_files\113__4_Reg CMEOV nr_29 compilat cf HCE 215 2023 eng.doc,228352,downloaded
legislation,"Regulation on the procedure of issuing by banks of permissions to export funds from the Republic of Moldova, approved by the DCA of the NBM No. 15 of January 22, 2009",https://www.bnm.md/en/content/regulation-procedure-issuing-banks-permissions-export-funds-republic-moldova-approved-dca,https://www.bnm.md/files/normative_act/anexa_10.pdf,C:\Users\harab\Desktop\BNM_site_inventory\source_files\114__anexa_10.pdf,90059,already_downloaded
legislation,"Regulation on the authorization and notification of connections between central securities depositories, approved by the Decision of the Executive Board of the National Bank of Moldova No 279 of 27 November 2025",https://www.bnm.md/en/content/regulation-authorization-and-notification-connections-between-central-securities,https://www.bnm.md/files/Reg_conexiuni_DCU_eng.pdf,C:\Users\harab\Desktop\BNM_site_inventory\source_files\115__Reg_conexiuni_DCU_eng.pdf,81549,already_downloaded
legislation,"Regulation on the authorization and notification of connections between central securities depositories, approved by the Decision of the Executive Board of the National Bank of Moldova No 279 of 27 November 2025",https://www.bnm.md/en/content/regulation-authorization-and-notification-connections-between-central-securities,https://www.bnm.md/files/Reg_conexiuni_DCU_eng.docx,C:\Users\harab\Desktop\BNM_site_inventory\source_files\116__Reg_conexiuni_DCU_eng.docx,67202,already_downloaded
legislation,"Regulation on Placement, Transaction and Redemption of State Securities in Book-Entry Form, approved by the DEB of the NBM no.170 of July 19, 2018",https://www.bnm.md/en/content/regulament-cu-privire-la-plasarea-tranzactionarea-si-rascumpararea-valorilor-mobiliare-de,https://www.bnm.md/files/Reg VMS _2018_en_ 2021.pdf,C:\Users\harab\Desktop\BNM_site_inventory\source_files\117__Reg VMS _2018_en_ 2021.pdf,636159,downloaded
legislation,"Regulation on Placement, Transaction and Redemption of State Securities in Book-Entry Form, approved by the DEB of the NBM no.170 of July 19, 2018",https://www.bnm.md/en/content/regulament-cu-privire-la-plasarea-tranzactionarea-si-rascumpararea-valorilor-mobiliare-de,https://www.bnm.md/files/Reg VMS _2018_en_ 2021.doc,C:\Users\harab\Desktop\BNM_site_inventory\source_files\118__Reg VMS _2018_en_ 2021.doc,408064,downloaded
legislation,"Regulation on standing facilities and intraday credit facility extended to banks by the National Bank of Moldova, approved by the Decision of the Executive Board of the National Bank of Moldova No 128 of May 28, 2025 (in force as of 03.07.2025)",https://www.bnm.md/en/content/regulation-standing-facilities-and-intraday-credit-facility-extended-banks-national-bank,https://www.bnm.md/files/Reg_facil perm_credit intraday_eng.pdf,C:\Users\harab\Desktop\BNM_site_inventory\source_files\119__Reg_facil perm_credit intraday_eng.pdf,295330,downloaded
legislation,"Regulation on standing facilities and intraday credit facility extended to banks by the National Bank of Moldova, approved by the Decision of the Executive Board of the National Bank of Moldova No 128 of May 28, 2025 (in force as of 03.07.2025)",https://www.bnm.md/en/content/regulation-standing-facilities-and-intraday-credit-facility-extended-banks-national-bank,https://www.bnm.md/files/Reg_facil perm_credit intraday_eng.docx,C:\Users\harab\Desktop\BNM_site_inventory\source_files\120__Reg_facil perm_credit intraday_eng.docx,68465,downloaded
legislation,"Regulation on Emergency Liquidity Assistance, approved by the Decision of the Executive Board of the National Bank of Moldova No 343/2019 (in force on 30 June 2020)",https://www.bnm.md/en/content/regulation-emergency-liquidity-assistance-approved-decision-executive-board-national-bank,https://www.bnm.md/files/Reg ELA HCE 13_eng_1.pdf,C:\Users\harab\Desktop\BNM_site_inventory\source_files\121__Reg ELA HCE 13_eng_1.pdf,1336848,downloaded
legislation,"Regulation on Emergency Liquidity Assistance, approved by the Decision of the Executive Board of the National Bank of Moldova No 343/2019 (in force on 30 June 2020)",https://www.bnm.md/en/content/regulation-emergency-liquidity-assistance-approved-decision-executive-board-national-bank,https://www.bnm.md/files/Reg ELA HCE 13_eng_1.docx,C:\Users\harab\Desktop\BNM_site_inventory\source_files\122__Reg ELA HCE 13_eng_1.docx,222693,downloaded
legislation,"Norms on evaluation of assets accepted by the National Bank of Moldova as collateral for granting loans to banks, approved by the DEB of the NBM no.211 of August 8, 2019",https://www.bnm.md/en/content/norme-cu-privire-la-evaluarea-activelor-acceptate-de-banca-nationala-moldovei-ca-garantii-la,https://www.bnm.md/files/Norme evaluare activ_HCE 112_eng.pdf,C:\Users\harab\Desktop\BNM_site_inventory\source_files\123__Norme evaluare activ_HCE 112_eng.pdf,322369,downloaded
legislation,"Norms on evaluation of assets accepted by the National Bank of Moldova as collateral for granting loans to banks, approved by the DEB of the NBM no.211 of August 8, 2019",https://www.bnm.md/en/content/norme-cu-privire-la-evaluarea-activelor-acceptate-de-banca-nationala-moldovei-ca-garantii-la,https://www.bnm.md/files/Norme evaluare activ_HCE 112_eng.doc,C:\Users\harab\Desktop\BNM_site_inventory\source_files\124__Norme evaluare activ_HCE 112_eng.doc,267264,downloaded
legislation,"Regulation on open market operations of the National Bank of Moldova, approved by the DCA of the NBM, No. 188 of September 25, 2014",https://www.bnm.md/en/content/regulation-open-market-operations-national-bank-moldova-approved-dca-nbm-no-188-september-25,https://www.bnm.md/files/Reg_OPM_ HCE 65_amend_eng.pdf,C:\Users\harab\Desktop\BNM_site_inventory\source_files\125__Reg_OPM_ HCE 65_amend_eng.pdf,453970,downloaded
legislation,"Regulation on open market operations of the National Bank of Moldova, approved by the DCA of the NBM, No. 188 of September 25, 2014",https://www.bnm.md/en/content/regulation-open-market-operations-national-bank-moldova-approved-dca-nbm-no-188-september-25,https://www.bnm.md/files/Reg_OPM_ HCE 65_amend_eng.doc,C:\Users\harab\Desktop\BNM_site_inventory\source_files\126__Reg_OPM_ HCE 65_amend_eng.doc,293376,downloaded
legislation,"Regulation on the Setting of the Official Exchange Rate of Moldovan Leu against Foreign Currencies, DCA of the NBM No.3 of January 15, 2009",https://www.bnm.md/en/content/regulation-setting-official-exchange-rate-moldovan-leu-against-foreign-currencies-dca-nbm,https://www.bnm.md/files/curs oficial_EN-02_01_2026.pdf,C:\Users\harab\Desktop\BNM_site_inventory\source_files\127__curs oficial_EN-02_01_2026.pdf,540012,downloaded
legislation,"Regulation on the Setting of the Official Exchange Rate of Moldovan Leu against Foreign Currencies, DCA of the NBM No.3 of January 15, 2009",https://www.bnm.md/en/content/regulation-setting-official-exchange-rate-moldovan-leu-against-foreign-currencies-dca-nbm,https://www.bnm.md/files/curs oficial_EN-02_01_2026.doc,C:\Users\harab\Desktop\BNM_site_inventory\source_files\128__curs oficial_EN-02_01_2026.doc,165888,downloaded
legislation,"Regulation on operation of the interbank money market in national currency, approved by the DCA of the NBM, no. 222 of November 21, 2013",https://www.bnm.md/en/content/regulation-operation-interbank-money-market-national-currency-approved-dca-nbm-no-222,https://www.bnm.md/files/Reg PMI_HCE 211_eng.pdf,C:\Users\harab\Desktop\BNM_site_inventory\source_files\129__Reg PMI_HCE 211_eng.pdf,156806,downloaded
legislation,"Regulation on operation of the interbank money market in national currency, approved by the DCA of the NBM, no. 222 of November 21, 2013",https://www.bnm.md/en/content/regulation-operation-interbank-money-market-national-currency-approved-dca-nbm-no-222,https://www.bnm.md/files/Reg PMI_HCE 211_eng.doc,C:\Users\harab\Desktop\BNM_site_inventory\source_files\130__Reg PMI_HCE 211_eng.doc,80384,downloaded
legislation,"Regulation on the Required Reserves Regime, approved by the DEB of the NBM no.355 of December 27, 2017",https://www.bnm.md/en/content/regulation-required-reserves-regime-approved-deb-nbm-no355-december-27-2017,https://www.bnm.md/files/Annexes-Reg RO eng ajustat_final (1).doc,C:\Users\harab\Desktop\BNM_site_inventory\source_files\131__Annexes-Reg RO eng ajustat_final (1).doc,460288,downloaded
legislation,"Regulation on the Required Reserves Regime, approved by the DEB of the NBM no.355 of December 27, 2017",https://www.bnm.md/en/content/regulation-required-reserves-regime-approved-deb-nbm-no355-december-27-2017,https://www.bnm.md/files/Annexes-Reg RO eng ajustat_final (1).pdf,C:\Users\harab\Desktop\BNM_site_inventory\source_files\132__Annexes-Reg RO eng ajustat_final (1).pdf,1348557,downloaded
legislation,"Regulation on CHIBOR and CHIBID reference rates, approved by DCA of the NBM no.110 of May 30, 2013",https://www.bnm.md/en/content/regulation-chibor-and-chibid-reference-rates-approved-dca-nbm-no110-may-30-2013,https://www.bnm.md/files/normative_act/annex_1.pdf,C:\Users\harab\Desktop\BNM_site_inventory\source_files\133__annex_1.pdf,67844,already_downloaded
legislation,"Regulation on the performance of transactions on the interbank foreign exchange market of the Republic of Moldova, approved by the DCA of the NBM no.8 of January 24, 2013",https://www.bnm.md/en/content/regulation-performance-transactions-interbank-foreign-exchange-market-republic-moldova,https://www.bnm.md/files/r 8-2013 v engleză.pdf,C:\Users\harab\Desktop\BNM_site_inventory\source_files\134__r 8-2013 v engleză.pdf,466946,downloaded
