id,kind,title,file_url,source_record,original,raw,source_file_sha256,body_sha256,extraction_status
73,legislation,"Regulation on requirements for prevention and combating money laundering and terrorism financing in the activity of Foreign Exchange Entities and Hotels No. 201 of 09 August, 2018",https://www.bnm.md/files/R201-Eng_track changes_rev.doc,https://www.bnm.md/en/content/regulation-requirements-related-prevention-and-combating-money-laundering-and-terrorism,original/073__R201-Eng_track changes_rev.doc,documents/073__R201-Eng_track changes_rev.doc.md,3f8b83ea8d4c604c66b50e631e2f7473816591254fd69b7ad5b05f4492605f2d,d85dfdb82b5a5e745f7dca16ac2d56dce6cca86b86fca52b169e86f664bc71c9,text-extracted
74,legislation,"Regulation on requirements for prevention and combating money laundering and terrorist financing in the activity of banks No. 200 of 09 August, 2018",https://www.bnm.md/files/NBM Regulation No 200_2018.pdf,https://www.bnm.md/en/content/regulation-requirements-related-prevention-and-combating-money-laundering-and-terrorist,original/074__NBM Regulation No 200_2018.pdf,documents/074__NBM Regulation No 200_2018.pdf.md,05ac30d476fde62dd26dc5e6a970b2cbb9ac038aadea8f4c187cc3f3d94f7780,5def3b877e4baefda22bc2d4a2e768493d11b42e15418d3776429e5e398264a3,text-extracted
75,legislation,"Regulation on requirements for prevention and combating money laundering and terrorist financing in the activity of banks No. 200 of 09 August, 2018",https://www.bnm.md/files/NBM Regulation No 200_2018_1.docx,https://www.bnm.md/en/content/regulation-requirements-related-prevention-and-combating-money-laundering-and-terrorist,original/075__NBM Regulation No 200_2018_1.docx,documents/075__NBM Regulation No 200_2018_1.docx.md,cfeb2df34329666adf692d3beaef7ae60ddfdafeacb6b4546eeb6804127865ad,b4224f3bb9b446bac765dbde73ff3d4675c8a9b512f38534fc3035a5fb04ff75,text-extracted
76,legislation,"Regulation on requirements related to prevention and combating money laundering and terrorism financing in the activity of non-bank payment services provider No. 202 of 09 August, 2018",https://www.bnm.md/files/NBM Regulation No 202_ 2018.pdf,https://www.bnm.md/en/content/regulation-requirements-related-prevention-and-combating-money-laundering-and-terrorism-0,original/076__NBM Regulation No 202_ 2018.pdf,documents/076__NBM Regulation No 202_ 2018.pdf.md,181f882268c2d27327e9d9d40048ee988769a47865cac7b67cfb1541f51c2f4f,ed2a7b8218298fa0bc5516a5ee4a10361b47cff657c49da36e4290b16096e462,text-extracted
77,legislation,"Regulation on requirements related to prevention and combating money laundering and terrorism financing in the activity of non-bank payment services provider No. 202 of 09 August, 2018",https://www.bnm.md/files/NBM Regulation No 202_ 2018.docx,https://www.bnm.md/en/content/regulation-requirements-related-prevention-and-combating-money-laundering-and-terrorism-0,original/077__NBM Regulation No 202_ 2018.docx,documents/077__NBM Regulation No 202_ 2018.docx.md,6e6151839d3dd822ce7c28d26455400d7120e6507f29f8e676e5a7516b7d8df8,9dfb39dbf632f7176027d86782a0d539f6c3e30bcc8f5b113b8a73b9b3b937e7,text-extracted
78,legislation,"Regulation No. 110/2018 on capital buffers of banks, as amended by the Decision of the Executive Board of the NBM No 3/2025 (in force February 16, 2025)",https://www.bnm.md/files/HCE_110_2018_Regulamentul_amortizoare de capital_modificat prin HCE 3_2025_ENG.pdf,https://www.bnm.md/en/content/regulation-capital-buffers-banks-approved-dca-nbm-no-110-may-24-2018,original/078__HCE_110_2018_Regulamentul_amortizoare de capital_modificat prin HCE 3_2025_ENG.pdf,documents/078__HCE_110_2018_Regulamentul_amortizoare de capital_modificat prin HCE 3_2025_ENG.pdf.md,ce3c36407315b04089d887c7751943eacc92640ebcbe6412c953fe61bee7b6c2,b89631daf89a958f7e8a76ca069a64bf80c3354aba8c37d30d39b0ce4a40ebcb,text-extracted
79,legislation,"Regulation No. 110/2018 on capital buffers of banks, as amended by the Decision of the Executive Board of the NBM No 3/2025 (in force February 16, 2025)",https://www.bnm.md/files/HCE_110_2018_Regulamentul_amortizoare de capital_modificat prin HCE 3_2025_ENG.doc,https://www.bnm.md/en/content/regulation-capital-buffers-banks-approved-dca-nbm-no-110-may-24-2018,original/079__HCE_110_2018_Regulamentul_amortizoare de capital_modificat prin HCE 3_2025_ENG.doc,documents/079__HCE_110_2018_Regulamentul_amortizoare de capital_modificat prin HCE 3_2025_ENG.doc.md,8c4ad825486cf7239cc8b51fd682da862eb520b9b64879bf98545b3f01e33039,f3a6a740d3ff1a189b6027eefb73e67b590df0217455c28d3ee0fce57c148aa9,text-extracted
80,legislation,"Regulation on Own Funds of Banks and Capital Requirements, approved by the Decision of the Executive Board of the NBM No 109/2018",https://www.bnm.md/files/Regulament Fonduri Proprii nr_109 din 2018 ajustat prin HCE 76_2026 (in vigoare pct_138^1)_ENG (1).pdf,https://www.bnm.md/en/content/regulation-own-funds-banks-and-capital-requirements-no109-24052018,original/080__Regulament Fonduri Proprii nr_109 din 2018 ajustat prin HCE 76_2026 (in vigoare pct_138^1)_ENG (1).pdf,documents/080__Regulament Fonduri Proprii nr_109 din 2018 ajustat prin HCE 76_2026 (in vigoare pct_138^1)_ENG (1).pdf.md,8763429be15d1b730df0f4f558329646cae90b81fc0b200fe616569763ddaf34,69ffdaaace23e12e942d9bcac4aace537c22b7981b2ae06a185bb8d00aa45a4d,text-extracted
81,legislation,"Regulation on Own Funds of Banks and Capital Requirements, approved by the Decision of the Executive Board of the NBM No 109/2018",https://www.bnm.md/files/Regulament Fonduri Proprii nr_109 din 2018 ajustat prin HCE 76_2026 (in vigoare pct_138^1)_ENG (1).docx,https://www.bnm.md/en/content/regulation-own-funds-banks-and-capital-requirements-no109-24052018,original/081__Regulament Fonduri Proprii nr_109 din 2018 ajustat prin HCE 76_2026 (in vigoare pct_138^1)_ENG (1).docx,documents/081__Regulament Fonduri Proprii nr_109 din 2018 ajustat prin HCE 76_2026 (in vigoare pct_138^1)_ENG (1).docx.md,0f762ec7a6ef679225e7cd6b755115e96267aa3e64c2d24cd79d1267270327d0,9de1ac21fbb37c94e8d5f4a42d80f032e5540167373ff9cf7f9a8680cfde5d3f,text-extracted
82,legislation,Regulation on credit risk mitigation techniques of banks,https://www.bnm.md/files/HCE_112_13_02_2023_ENG.pdf,https://www.bnm.md/en/content/regulamentul-cu-privire-la-tehnicile-de-diminuare-riscului-de-credit-utilizate-de-banci,original/082__HCE_112_13_02_2023_ENG.pdf,documents/082__HCE_112_13_02_2023_ENG.pdf.md,502c63b89edd0dd82ef2fe9bb0e42a777b690ccdb3ae33798474c4b3a98a7272,88e299c384e8f731f9486a29e354d6448c8cbbb98d4fc51ebca0b1fc4cd7e5d4,text-extracted
